公車名稱,方向,車站名稱
791經貢寮區衛生,去程,海濱
791經貢寮區衛生,去程,海濱路三巷
791經貢寮區衛生,去程,玄明宮
791經貢寮區衛生,去程,陰陽海
791經貢寮區衛生,去程,船塢
791經貢寮區衛生,去程,台金公司
791經貢寮區衛生,去程,南雅南新宮
791經貢寮區衛生,去程,鼻頭
791經貢寮區衛生,去程,鼻頭角
791經貢寮區衛生,去程,龍洞灣公園
791經貢寮區衛生,去程,龍洞
791經貢寮區衛生,去程,龍洞港
791經貢寮區衛生,去程,佛祖廟
791經貢寮區衛生,去程,龍洞南口海洋公園
791經貢寮區衛生,去程,北勢坑口
791經貢寮區衛生,去程,和美1號橋
791經貢寮區衛生,去程,和美
791經貢寮區衛生,去程,金沙灣
791經貢寮區衛生,去程,船里塢
791經貢寮區衛生,去程,火炎山
791經貢寮區衛生,去程,大樹下
791經貢寮區衛生,去程,警備班
791經貢寮區衛生,去程,澳底漁港
791經貢寮區衛生,去程,澳底醫療救護中心
791經貢寮區衛生,去程,澳底
791經貢寮區衛生,去程,媽祖廟
791經貢寮區衛生,去程,石碇橋
791經貢寮區衛生,去程,砲台山
791經貢寮區衛生,去程,鹽寮
791經貢寮區衛生,去程,研海街
791經貢寮區衛生,去程,昭惠廟
791經貢寮區衛生,去程,龍門
791經貢寮區衛生,去程,福隆加油站
791經貢寮區衛生,去程,龍門營區
791經貢寮區衛生,去程,福隆
791經貢寮區衛生,回程,福隆
791經貢寮區衛生,回程,龍門營區
791經貢寮區衛生,回程,龍門
791經貢寮區衛生,回程,昭惠廟
791經貢寮區衛生,回程,研海街
791經貢寮區衛生,回程,鹽寮
791經貢寮區衛生,回程,砲台山
791經貢寮區衛生,回程,石碇橋
791經貢寮區衛生,回程,媽祖廟
791經貢寮區衛生,回程,澳底
791經貢寮區衛生,回程,澳底醫療救護中心
791經貢寮區衛生,回程,澳底漁港
791經貢寮區衛生,回程,警備班
791經貢寮區衛生,回程,大樹下
791經貢寮區衛生,回程,火炎山
791經貢寮區衛生,回程,船里塢
791經貢寮區衛生,回程,金沙灣
791經貢寮區衛生,回程,和美
791經貢寮區衛生,回程,和美1號橋
791經貢寮區衛生,回程,北勢坑口
791經貢寮區衛生,回程,龍洞南口海洋公園
791經貢寮區衛生,回程,佛祖廟
791經貢寮區衛生,回程,龍洞港
791經貢寮區衛生,回程,龍洞
791經貢寮區衛生,回程,龍洞灣公園
791經貢寮區衛生,回程,鼻頭角
791經貢寮區衛生,回程,鼻頭
791經貢寮區衛生,回程,南雅南新宮
791經貢寮區衛生,回程,台金公司
791經貢寮區衛生,回程,船塢
791經貢寮區衛生,回程,陰陽海
791經貢寮區衛生,回程,第一泵浦
791經貢寮區衛生,回程,海濱路三巷
791經貢寮區衛生,回程,海濱
791經貢寮區衛生,回程,舊漁會站
791經貢寮區衛生,回程,磅磅
791經貢寮區衛生,回程,瑞濱
791經貢寮區衛生,回程,深澳發電廠
791經貢寮區衛生,回程,建基煤礦
791經貢寮區衛生,回程,建基
791經貢寮區衛生,回程,榮興
791經貢寮區衛生,回程,八斗子火車站
791經貢寮區衛生,回程,望海巷
791經貢寮區衛生,回程,海科館(碧水巷)
791經貢寮區衛生,回程,八斗子
791經貢寮區衛生,回程,嶺林巷
791經貢寮區衛生,回程,義胞新村
791經貢寮區衛生,回程,漁貨直銷中心(碧砂漁港)
791經貢寮區衛生,回程,藍投溝
791經貢寮區衛生,回程,北寧路(九八八餐廳)
791經貢寮區衛生,回程,海大(體育館)
791經貢寮區衛生,回程,海大(濱海校門)
791經貢寮區衛生,回程,海大(祥豐校門)
791經貢寮區衛生,回程,海大(中正路口)
791經貢寮區衛生,回程,中正路正濱路口
791經貢寮區衛生,回程,二信分社
791經貢寮區衛生,回程,中濱里
791經貢寮區衛生,回程,公教住宅
791經貢寮區衛生,回程,安瀾橋
791經貢寮區衛生,回程,中正區行政大樓
791經貢寮區衛生,回程,北屋新城
791經貢寮區衛生,回程,就業中心
791經貢寮區衛生,回程,信五路口
791經貢寮區衛生,回程,市政府
791經貢寮區衛生,回程,基隆轉運站
791經貢寮區衛生,回程,城隍廟
791經貢寮區衛生,回程,忠四路
791經貢寮區衛生,回程,光華國宅
791經貢寮區衛生,回程,安樂路一段81巷口
791經貢寮區衛生,回程,自強隧道口
791經貢寮區衛生,回程,電信大樓
791經貢寮區衛生,回程,安樂區行政大樓
791經貢寮區衛生,回程,基隆長庚醫院
791經貢寮區衛生,回程,婦幼福利服務中心
791經貢寮區衛生,回程,麥金路樂利三街口
791經貢寮區衛生,回程,龍騰大地社區
791經貢寮區衛生,回程,國家新城
795往木柵(台灣好行-木柵平溪線),去程,十分遊客中心
795往木柵(台灣好行-木柵平溪線),去程,十分寮
795往木柵(台灣好行-木柵平溪線),去程,十分寮橋
795往木柵(台灣好行-木柵平溪線),去程,南山社區
795往木柵(台灣好行-木柵平溪線),去程,福德宮
795往木柵(台灣好行-木柵平溪線),去程,南山里
795往木柵(台灣好行-木柵平溪線),去程,圳口
795往木柵(台灣好行-木柵平溪線),去程,慶和站
795往木柵(台灣好行-木柵平溪線),去程,萬寶洞
795往木柵(台灣好行-木柵平溪線),去程,九華山
795往木柵(台灣好行-木柵平溪線),去程,大法寺
795往木柵(台灣好行-木柵平溪線),去程,東勢格
795往木柵(台灣好行-木柵平溪線),去程,白鶯石
795往木柵(台灣好行-木柵平溪線),去程,電信局
795往木柵(台灣好行-木柵平溪線),去程,慈航宮
795往木柵(台灣好行-木柵平溪線),去程,田子
795往木柵(台灣好行-木柵平溪線),去程,嶺腳社區
795往木柵(台灣好行-木柵平溪線),去程,茶園圃
795往木柵(台灣好行-木柵平溪線),去程,外店
795往木柵(台灣好行-木柵平溪線),去程,平溪
795往木柵(台灣好行-木柵平溪線),去程,孝子山
795往木柵(台灣好行-木柵平溪線),去程,平溪國中
795往木柵(台灣好行-木柵平溪線),去程,慈惠宮
795往木柵(台灣好行-木柵平溪線),去程,三聖宮
795往木柵(台灣好行-木柵平溪線),去程,中埔
795往木柵(台灣好行-木柵平溪線),去程,菁桐坑
795往木柵(台灣好行-木柵平溪線),去程,二坑口
795往木柵(台灣好行-木柵平溪線),去程,菁桐煤礦
795往木柵(台灣好行-木柵平溪線),去程,薯榔尖
795往木柵(台灣好行-木柵平溪線),去程,一坑口
795往木柵(台灣好行-木柵平溪線),去程,薯榔寮
795往木柵(台灣好行-木柵平溪線),去程,詹厝
795往木柵(台灣好行-木柵平溪線),去程,分水崙
795往木柵(台灣好行-木柵平溪線),去程,明陽慈惠堂
795往木柵(台灣好行-木柵平溪線),去程,大湖格
795往木柵(台灣好行-木柵平溪線),去程,五坑
795往木柵(台灣好行-木柵平溪線),去程,姑娘廟
795往木柵(台灣好行-木柵平溪線),去程,永定聖興宮
795往木柵(台灣好行-木柵平溪線),去程,藤寮坑
795往木柵(台灣好行-木柵平溪線),去程,永定煤礦
795往木柵(台灣好行-木柵平溪線),去程,永定里
795往木柵(台灣好行-木柵平溪線),去程,大溪墘
795往木柵(台灣好行-木柵平溪線),去程,永定國小
795往木柵(台灣好行-木柵平溪線),去程,臨時站
795往木柵(台灣好行-木柵平溪線),去程,峰橋頭
795往木柵(台灣好行-木柵平溪線),去程,臨時站
795往木柵(台灣好行-木柵平溪線),去程,文山煤礦
795往木柵(台灣好行-木柵平溪線),去程,石碇埔
795往木柵(台灣好行-木柵平溪線),去程,孔子廟
795往木柵(台灣好行-木柵平溪線),去程,串穴湖
795往木柵(台灣好行-木柵平溪線),去程,排寮橋
795往木柵(台灣好行-木柵平溪線),去程,排寮
795往木柵(台灣好行-木柵平溪線),去程,法濟寺
795往木柵(台灣好行-木柵平溪線),去程,自來水公司
795往木柵(台灣好行-木柵平溪線),去程,雙溪口
795往木柵(台灣好行-木柵平溪線),去程,長潭壁
795往木柵(台灣好行-木柵平溪線),去程,隆盛里
795往木柵(台灣好行-木柵平溪線),去程,三民煤礦
795往木柵(台灣好行-木柵平溪線),去程,石碇高中
795往木柵(台灣好行-木柵平溪線),去程,八分寮
795往木柵(台灣好行-木柵平溪線),去程,北深松柏街口
795往木柵(台灣好行-木柵平溪線),去程,僑新新村
795往木柵(台灣好行-木柵平溪線),去程,土庫
795往木柵(台灣好行-木柵平溪線),去程,賴仲坑
795往木柵(台灣好行-木柵平溪線),去程,翠谷山莊
795往木柵(台灣好行-木柵平溪線),去程,深美橋
795往木柵(台灣好行-木柵平溪線),去程,草地頭
795往木柵(台灣好行-木柵平溪線),去程,變電所
795往木柵(台灣好行-木柵平溪線),去程,深坑國小
795往木柵(台灣好行-木柵平溪線),去程,深坑區公所
795往木柵(台灣好行-木柵平溪線),去程,深坑
795往木柵(台灣好行-木柵平溪線),去程,深坑郵局
795往木柵(台灣好行-木柵平溪線),去程,台新工廠
795往木柵(台灣好行-木柵平溪線),去程,東南科技大學
795往木柵(台灣好行-木柵平溪線),去程,萬順寮
795往木柵(台灣好行-木柵平溪線),去程,草地尾
795往木柵(台灣好行-木柵平溪線),去程,富德里
795往木柵(台灣好行-木柵平溪線),去程,文和橋
795往木柵(台灣好行-木柵平溪線),去程,富德
795往木柵(台灣好行-木柵平溪線),去程,象頭埔
795往木柵(台灣好行-木柵平溪線),去程,石壁坑
795往木柵(台灣好行-木柵平溪線),去程,風動石
795往木柵(台灣好行-木柵平溪線),去程,博嘉國小
795往木柵(台灣好行-木柵平溪線),去程,捷運木柵站
795往木柵(台灣好行-木柵平溪線),去程,木柵高工
795往木柵(台灣好行-木柵平溪線),去程,萬芳路口
795往木柵(台灣好行-木柵平溪線),去程,萬壽橋頭(木柵)
795往木柵(台灣好行-木柵平溪線),去程,文山行政中心
795往木柵(台灣好行-木柵平溪線),去程,木柵
795往木柵(台灣好行-木柵平溪線),去程,文山一分局
795往木柵(台灣好行-木柵平溪線),去程,木柵站
795往平溪(台灣好行-木柵平溪線),去程,木柵站
795往平溪(台灣好行-木柵平溪線),去程,文山一分局
795往平溪(台灣好行-木柵平溪線),去程,木柵
795往平溪(台灣好行-木柵平溪線),去程,文山行政中心
795往平溪(台灣好行-木柵平溪線),去程,萬壽橋頭(木柵)
795往平溪(台灣好行-木柵平溪線),去程,萬芳路口
795往平溪(台灣好行-木柵平溪線),去程,木柵高工
795往平溪(台灣好行-木柵平溪線),去程,捷運木柵站
795往平溪(台灣好行-木柵平溪線),去程,博嘉國小
795往平溪(台灣好行-木柵平溪線),去程,風動石
795往平溪(台灣好行-木柵平溪線),去程,石壁坑
795往平溪(台灣好行-木柵平溪線),去程,象頭埔
795往平溪(台灣好行-木柵平溪線),去程,富德
795往平溪(台灣好行-木柵平溪線),去程,文和橋
795往平溪(台灣好行-木柵平溪線),去程,富德里
795往平溪(台灣好行-木柵平溪線),去程,草地尾
795往平溪(台灣好行-木柵平溪線),去程,萬順寮
795往平溪(台灣好行-木柵平溪線),去程,東南科技大學
795往平溪(台灣好行-木柵平溪線),去程,台新工廠
795往平溪(台灣好行-木柵平溪線),去程,深坑郵局
795往平溪(台灣好行-木柵平溪線),去程,深坑
795往平溪(台灣好行-木柵平溪線),去程,深坑區公所
795往平溪(台灣好行-木柵平溪線),去程,深坑國小
795往平溪(台灣好行-木柵平溪線),去程,變電所
795往平溪(台灣好行-木柵平溪線),去程,草地頭
795往平溪(台灣好行-木柵平溪線),去程,深美橋
795往平溪(台灣好行-木柵平溪線),去程,翠谷山莊
795往平溪(台灣好行-木柵平溪線),去程,賴仲坑
795往平溪(台灣好行-木柵平溪線),去程,土庫
795往平溪(台灣好行-木柵平溪線),去程,僑新新村
795往平溪(台灣好行-木柵平溪線),去程,北深松柏街口
795往平溪(台灣好行-木柵平溪線),去程,八分寮
795往平溪(台灣好行-木柵平溪線),去程,石碇高中
795往平溪(台灣好行-木柵平溪線),去程,三民煤礦
795往平溪(台灣好行-木柵平溪線),去程,隆盛里
795往平溪(台灣好行-木柵平溪線),去程,長潭壁
795往平溪(台灣好行-木柵平溪線),去程,雙溪口
795往平溪(台灣好行-木柵平溪線),去程,自來水公司
795往平溪(台灣好行-木柵平溪線),去程,法濟寺
795往平溪(台灣好行-木柵平溪線),去程,排寮
795往平溪(台灣好行-木柵平溪線),去程,排寮橋
795往平溪(台灣好行-木柵平溪線),去程,串穴湖
795往平溪(台灣好行-木柵平溪線),去程,孔子廟
795往平溪(台灣好行-木柵平溪線),去程,石碇埔
795往平溪(台灣好行-木柵平溪線),去程,文山煤礦
795往平溪(台灣好行-木柵平溪線),去程,臨時站
795往平溪(台灣好行-木柵平溪線),去程,峰橋頭
795往平溪(台灣好行-木柵平溪線),去程,臨時站
795往平溪(台灣好行-木柵平溪線),去程,永定國小
795往平溪(台灣好行-木柵平溪線),去程,大溪墘
795往平溪(台灣好行-木柵平溪線),去程,永定里
795往平溪(台灣好行-木柵平溪線),去程,永定煤礦
795往平溪(台灣好行-木柵平溪線),去程,藤寮坑
795往平溪(台灣好行-木柵平溪線),去程,永定聖興宮
795往平溪(台灣好行-木柵平溪線),去程,姑娘廟
795往平溪(台灣好行-木柵平溪線),去程,五坑
795往平溪(台灣好行-木柵平溪線),去程,大湖格
795往平溪(台灣好行-木柵平溪線),去程,明陽慈惠堂
795往平溪(台灣好行-木柵平溪線),去程,分水崙
795往平溪(台灣好行-木柵平溪線),去程,詹厝
795往平溪(台灣好行-木柵平溪線),去程,薯榔寮
795往平溪(台灣好行-木柵平溪線),去程,一坑口
795往平溪(台灣好行-木柵平溪線),去程,薯榔尖
795往平溪(台灣好行-木柵平溪線),去程,菁桐煤礦
795往平溪(台灣好行-木柵平溪線),去程,二坑口
795往平溪(台灣好行-木柵平溪線),去程,菁桐坑
795往平溪(台灣好行-木柵平溪線),去程,中埔
795往平溪(台灣好行-木柵平溪線),去程,三聖宮
795往平溪(台灣好行-木柵平溪線),去程,慈惠宮
795往平溪(台灣好行-木柵平溪線),去程,平溪國中
795往平溪(台灣好行-木柵平溪線),去程,平溪
795往十分寮(台灣好行-木柵平溪線),去程,木柵站
795往十分寮(台灣好行-木柵平溪線),去程,文山一分局
795往十分寮(台灣好行-木柵平溪線),去程,木柵
795往十分寮(台灣好行-木柵平溪線),去程,文山行政中心
795往十分寮(台灣好行-木柵平溪線),去程,萬壽橋頭(木柵)
795往十分寮(台灣好行-木柵平溪線),去程,萬芳路口
795往十分寮(台灣好行-木柵平溪線),去程,木柵高工
795往十分寮(台灣好行-木柵平溪線),去程,捷運木柵站
795往十分寮(台灣好行-木柵平溪線),去程,博嘉國小
795往十分寮(台灣好行-木柵平溪線),去程,風動石
795往十分寮(台灣好行-木柵平溪線),去程,石壁坑
795往十分寮(台灣好行-木柵平溪線),去程,象頭埔
795往十分寮(台灣好行-木柵平溪線),去程,富德
795往十分寮(台灣好行-木柵平溪線),去程,文和橋
795往十分寮(台灣好行-木柵平溪線),去程,富德里
795往十分寮(台灣好行-木柵平溪線),去程,草地尾
795往十分寮(台灣好行-木柵平溪線),去程,萬順寮
795往十分寮(台灣好行-木柵平溪線),去程,東南科技大學
795往十分寮(台灣好行-木柵平溪線),去程,台新工廠
795往十分寮(台灣好行-木柵平溪線),去程,深坑郵局
795往十分寮(台灣好行-木柵平溪線),去程,深坑
795往十分寮(台灣好行-木柵平溪線),去程,深坑區公所
795往十分寮(台灣好行-木柵平溪線),去程,深坑國小
795往十分寮(台灣好行-木柵平溪線),去程,變電所
795往十分寮(台灣好行-木柵平溪線),去程,草地頭
795往十分寮(台灣好行-木柵平溪線),去程,深美橋
795往十分寮(台灣好行-木柵平溪線),去程,翠谷山莊
795往十分寮(台灣好行-木柵平溪線),去程,賴仲坑
795往十分寮(台灣好行-木柵平溪線),去程,土庫
795往十分寮(台灣好行-木柵平溪線),去程,僑新新村
795往十分寮(台灣好行-木柵平溪線),去程,北深松柏街口
795往十分寮(台灣好行-木柵平溪線),去程,八分寮
795往十分寮(台灣好行-木柵平溪線),去程,石碇高中
795往十分寮(台灣好行-木柵平溪線),去程,三民煤礦
795往十分寮(台灣好行-木柵平溪線),去程,隆盛里
795往十分寮(台灣好行-木柵平溪線),去程,長潭壁
795往十分寮(台灣好行-木柵平溪線),去程,雙溪口
795往十分寮(台灣好行-木柵平溪線),去程,自來水公司
795往十分寮(台灣好行-木柵平溪線),去程,法濟寺
795往十分寮(台灣好行-木柵平溪線),去程,排寮
795往十分寮(台灣好行-木柵平溪線),去程,排寮橋
795往十分寮(台灣好行-木柵平溪線),去程,串穴湖
795往十分寮(台灣好行-木柵平溪線),去程,孔子廟
795往十分寮(台灣好行-木柵平溪線),去程,石碇埔
795往十分寮(台灣好行-木柵平溪線),去程,文山煤礦
795往十分寮(台灣好行-木柵平溪線),去程,臨時站
795往十分寮(台灣好行-木柵平溪線),去程,峰橋頭
795往十分寮(台灣好行-木柵平溪線),去程,臨時站
795往十分寮(台灣好行-木柵平溪線),去程,永定國小
795往十分寮(台灣好行-木柵平溪線),去程,大溪墘
795往十分寮(台灣好行-木柵平溪線),去程,永定里
795往十分寮(台灣好行-木柵平溪線),去程,永定煤礦
795往十分寮(台灣好行-木柵平溪線),去程,藤寮坑
795往十分寮(台灣好行-木柵平溪線),去程,永定聖興宮
795往十分寮(台灣好行-木柵平溪線),去程,姑娘廟
795往十分寮(台灣好行-木柵平溪線),去程,五坑
795往十分寮(台灣好行-木柵平溪線),去程,大湖格
795往十分寮(台灣好行-木柵平溪線),去程,明陽慈惠堂
795往十分寮(台灣好行-木柵平溪線),去程,分水崙
795往十分寮(台灣好行-木柵平溪線),去程,詹厝
795往十分寮(台灣好行-木柵平溪線),去程,薯榔寮
795往十分寮(台灣好行-木柵平溪線),去程,一坑口
795往十分寮(台灣好行-木柵平溪線),去程,薯榔尖
795往十分寮(台灣好行-木柵平溪線),去程,菁桐煤礦
795往十分寮(台灣好行-木柵平溪線),去程,二坑口
795往十分寮(台灣好行-木柵平溪線),去程,菁桐坑
795往十分寮(台灣好行-木柵平溪線),去程,中埔
795往十分寮(台灣好行-木柵平溪線),去程,三聖宮
795往十分寮(台灣好行-木柵平溪線),去程,慈惠宮
795往十分寮(台灣好行-木柵平溪線),去程,平溪國中
795往十分寮(台灣好行-木柵平溪線),去程,平溪
795往十分寮(台灣好行-木柵平溪線),去程,外店
795往十分寮(台灣好行-木柵平溪線),去程,茶園圃
795往十分寮(台灣好行-木柵平溪線),去程,嶺腳社區
795往十分寮(台灣好行-木柵平溪線),去程,田子
795往十分寮(台灣好行-木柵平溪線),去程,慈航宮
795往十分寮(台灣好行-木柵平溪線),去程,電信局
795往十分寮(台灣好行-木柵平溪線),去程,白鶯石
795往十分寮(台灣好行-木柵平溪線),去程,東勢格
795往十分寮(台灣好行-木柵平溪線),去程,大法寺
795往十分寮(台灣好行-木柵平溪線),去程,九華山
795往十分寮(台灣好行-木柵平溪線),去程,萬寶洞
795往十分寮(台灣好行-木柵平溪線),去程,慶和站
795往十分寮(台灣好行-木柵平溪線),去程,圳口
795往十分寮(台灣好行-木柵平溪線),去程,南山里
795往十分寮(台灣好行-木柵平溪線),去程,福德宮
795往十分寮(台灣好行-木柵平溪線),去程,南山社區
795往十分寮(台灣好行-木柵平溪線),去程,十分寮橋
795往十分寮(台灣好行-木柵平溪線),去程,十分寮
795往十分寮(台灣好行-木柵平溪線),去程,十分遊客中心
813,去程,明日世界
813,去程,德音國小
813,去程,遠東物流
813,去程,大窠橋
813,去程,明志和平路口
813,去程,泰山郵局
813,去程,泰山分駐所
813,去程,福泰里
813,去程,泰林仁德路口
813,去程,環河路口
813,去程,捷運泰山站(泰林路)
813,去程,泰山捷運公園
813,去程,新莊高中一
813,去程,新莊高中(新莊文藝中心)
813,去程,中平國中
813,去程,中原路
813,去程,中原里
813,去程,中原路一
813,去程,頭前國中(中原路)
813,去程,捷運幸福站
813,去程,仁義里
813,去程,思源復興路口
813,去程,臺北醫院
813,去程,捷運頭前庄站(思源路)
813,去程,捷運新埔站
813,去程,致理科技大學
813,去程,中山國中
813,去程,新民里
813,去程,縣民大道口
813,去程,新北市政府(中山路)
813,去程,民權路口
813,去程,介壽公園(館前東路)
813,去程,實踐成都街口
813,去程,後埔國小
813,去程,重慶忠孝路口
813,去程,重慶國中(國慶路)
813,去程,郵局
813,去程,信義路
813,去程,益華紡織
813,去程,四汴頭
813,去程,看守所
813,去程,金城路口
813,去程,永豐路口
813,去程,平和里
813,去程,變電所
813,去程,駕訓中心
813,回程,駕訓中心
813,回程,變電所
813,回程,平和里
813,回程,永豐路口
813,回程,金城路口
813,回程,看守所
813,回程,四汴頭
813,回程,益華紡織
813,回程,信義路
813,回程,郵局
813,回程,壽德新村
813,回程,重慶國中
813,回程,重慶忠孝路口
813,回程,後埔國小
813,回程,實踐成都街口
813,回程,介壽公園
813,回程,民權路口
813,回程,新北市政府(中山路)
813,回程,縣民大道口
813,回程,新民里
813,回程,中山國中
813,回程,致理科技大學
813,回程,板橋花市
813,回程,捷運新埔站
813,回程,捷運頭前庄站(思源路)
813,回程,臺北醫院
813,回程,思源復興路口
813,回程,捷運幸福站
813,回程,頭前國中(中原路)
813,回程,中原路一
813,回程,中原里
813,回程,中原路
813,回程,中原中平路口
813,回程,中平國中
813,回程,新莊高中(新莊文藝中心)
813,回程,新莊高中一
813,回程,泰山捷運公園
813,回程,捷運泰山站(泰林路)
813,回程,環河路口
813,回程,泰林仁德路口
813,回程,福泰里
813,回程,泰山分駐所
813,回程,泰山郵局
813,回程,明志和平路口
813,回程,大窠橋
813,回程,遠東物流
813,回程,德音國小
813,回程,明日世界
819,去程,福安居
819,去程,喜樂橋
819,去程,昇高坑口
819,去程,深坑消防隊
819,去程,文山路一段31巷
819,去程,烏月路口
819,去程,翠谷山莊
819,去程,深美橋
819,去程,草地頭
819,去程,變電所
819,去程,深坑國小
819,去程,深坑區公所
819,去程,深坑
819,去程,深坑郵局
819,去程,台新工廠
819,去程,東南科技大學
819,去程,萬順寮
819,去程,草地尾
819,去程,富德里
819,去程,文和橋
819,去程,富德
819,去程,象頭埔
819,去程,萬福橋
819,去程,石壁坑
819,去程,風動石
819,去程,博嘉國小
819,去程,捷運木柵站
819,去程,木柵高工
819,去程,萬芳路口
819,去程,萬壽橋頭(木柵)
819,去程,文山行政中心(木新)
819,去程,指南路口
819,去程,木南公園
819,去程,景文中學
819,去程,司法新村
819,去程,忠順廟
819,去程,國泰新村(木新)
819,去程,力行國小
819,去程,木新市場
819,去程,景美女中
819,去程,寶高產業園區
819,去程,加油站
819,去程,寶橋路口
819,去程,寶中路口
819,去程,中興路三段
819,去程,捷運大坪林站(民權路)
819,去程,大坪林
819,去程,新店郵局
819,去程,捷運七張站
819,回程,北新國小
819,回程,寶橋中興路口
819,回程,寶橋中興路口一
819,回程,加油站
819,回程,寶高產業園區
819,回程,景美女中
819,回程,木新市場
819,回程,力行國小
819,回程,國泰新村(木新)
819,回程,忠順廟
819,回程,司法新村
819,回程,景文中學
819,回程,木南公園
819,回程,指南路口
819,回程,文山行政中心(木新)
819,回程,萬壽橋頭(木柵)
819,回程,萬芳路口
819,回程,木柵高工
819,回程,捷運木柵站
819,回程,博嘉國小
819,回程,風動石
819,回程,石壁坑
819,回程,萬福橋
819,回程,象頭埔
819,回程,富德
819,回程,文和橋
819,回程,富德里
819,回程,草地尾
819,回程,萬順寮
819,回程,東南科技大學
819,回程,台新工廠
819,回程,深坑郵局
819,回程,深坑
819,回程,深坑區公所
819,回程,深坑國小
819,回程,變電所
819,回程,草地頭
819,回程,深美橋
819,回程,翠谷山莊
819,回程,烏月路口
819,回程,文山路一段31巷
819,回程,深坑消防隊
819,回程,昇高坑口
819,回程,喜樂橋
819,回程,福安居
849,去程,烏來
849,去程,觀光大橋
849,去程,堰堤
849,去程,巨龍山莊
849,去程,污水處理廠
849,去程,成功
849,去程,加九寮
849,去程,桶壁公園
849,去程,桶壁
849,去程,隧道口
849,去程,栗子園
849,去程,寶島巷口
849,去程,童訓中心
849,去程,龜山路
849,去程,台電訓練所
849,去程,翡翠水庫
849,去程,民壯亭
849,去程,清水巖
849,去程,廣興路口
849,去程,加油站
849,去程,梅花湖
849,去程,主訓中心
849,去程,屈尺
849,去程,櫻花山莊
849,去程,伸仗板(文山農場)
849,去程,金興路口
849,去程,新城大道
849,去程,永興路口
849,去程,中興坑
849,去程,小粗坑
849,去程,青潭(新烏)
849,去程,青潭(北宜路)
849,去程,青潭一
849,去程,新店國小
849,去程,文山國中
849,去程,碧潭
849,去程,捷運新店站(北新路)
849,去程,碧潭橋頭
849,去程,檳榔路
849,去程,捷運新店區公所站(北新)
849,去程,惠國市場
849,去程,中正路
849,去程,中興路二段
849,去程,寶興路口
849,去程,寶橋路口
849,去程,寶中路口
849,去程,中興路三段
849,去程,捷運大坪林站(民權路)
849,去程,捷運大坪林站
849,去程,滬江中學
849,去程,捷運景美站
849,去程,財政園區
849,去程,萬隆
849,去程,捷運萬隆站
849,去程,武功國小(羅斯福)
849,去程,師大分部
849,去程,捷運公館站
849,去程,台電大樓
849,去程,捷運台電大樓站
849,去程,羅斯福浦城街口
849,去程,羅斯福金門街口
849,去程,捷運古亭站(羅斯福)
849,去程,捷運古亭站(杭州)
849,去程,潮州街口
849,去程,捷運中正紀念堂站(愛國)
849,去程,一女中(公園)
849,去程,捷運台大醫院站
849,回程,臺北車站(青島)
849,回程,臺大醫院
849,回程,捷運中正紀念堂站(中山)
849,回程,捷運中正紀念堂站(勞保局)
849,回程,羅斯福潮州街口
849,回程,捷運古亭站(羅斯福)
849,回程,羅斯福金門街口
849,回程,羅斯福浦城街口
849,回程,捷運台電大樓站
849,回程,台電大樓
849,回程,捷運公館站
849,回程,師大分部
849,回程,武功國小(羅斯福)
849,回程,捷運萬隆站
849,回程,萬隆
849,回程,財政園區
849,回程,捷運景美站
849,回程,滬江中學
849,回程,捷運大坪林站(民權路)
849,回程,中興路三段
849,回程,寶中路口
849,回程,寶橋路口
849,回程,寶興路口
849,回程,中興路二段
849,回程,中正路
849,回程,捷運新店區公所站(北新)
849,回程,檳榔路
849,回程,碧潭橋頭
849,回程,捷運新店站(北新路)
849,回程,碧潭
849,回程,文山國中
849,回程,新店國小
849,回程,青潭一
849,回程,南青宮
849,回程,青潭(新烏)
849,回程,青潭堰
849,回程,小粗坑
849,回程,中興坑
849,回程,永興路口
849,回程,崎頂
849,回程,新城大道
849,回程,金興路口
849,回程,伸仗板(文山農場)
849,回程,櫻花山莊
849,回程,屈尺
849,回程,主訓中心
849,回程,梅花湖
849,回程,加油站
849,回程,廣興路口
849,回程,清水巖
849,回程,民壯亭
849,回程,翡翠水庫
849,回程,台電訓練所
849,回程,龜山路
849,回程,童訓中心
849,回程,寶島巷口
849,回程,栗子園
849,回程,隧道口
849,回程,桶壁
849,回程,桶壁公園
849,回程,加九寮
849,回程,成功
849,回程,污水處理廠
849,回程,巨龍山莊
849,回程,堰堤
849,回程,觀光大橋
849,回程,烏來
849屈尺社區,去程,烏來
849屈尺社區,去程,觀光大橋
849屈尺社區,去程,堰堤
849屈尺社區,去程,巨龍山莊
849屈尺社區,去程,污水處理廠
849屈尺社區,去程,成功
849屈尺社區,去程,加九寮
849屈尺社區,去程,桶壁公園
849屈尺社區,去程,桶壁
849屈尺社區,去程,隧道口
849屈尺社區,去程,栗子園
849屈尺社區,去程,寶島巷口
849屈尺社區,去程,童訓中心
849屈尺社區,去程,龜山路
849屈尺社區,去程,台電訓練所
849屈尺社區,去程,翡翠水庫
849屈尺社區,去程,民壯亭
849屈尺社區,去程,清水巖
849屈尺社區,去程,廣興路口
849屈尺社區,去程,加油站
849屈尺社區,去程,招呼站
849屈尺社區,去程,屈尺
849屈尺社區,去程,屈尺
849屈尺社區,去程,櫻花山莊
849屈尺社區,去程,伸仗板(文山農場)
849屈尺社區,去程,金興路口
849屈尺社區,去程,新城大道
849屈尺社區,去程,永興路口
