公車名稱,方向,車站名稱
520,回程,五權五工三路口
520,回程,世翔
520,回程,工商展覽中心
520,回程,勞工活動中心
520,回程,五權三路
520,回程,五權三五工路口
520,回程,標準廠房
520,回程,管理中心
520,回程,捷運新北產業園區站
521,去程,金龍寺
521,去程,金龍隧道口
521,去程,碧山岩
521,去程,貿商三村
521,去程,捷運內湖站
521,去程,湖光市場
521,去程,成功路三段
521,去程,方濟中學
521,去程,將軍嶺
521,去程,三總內湖站
521,去程,國防醫學中心
521,去程,內湖行政大樓
521,去程,三民國中
521,去程,時報廣場
521,去程,民權大橋
521,去程,新益里
521,去程,民生國中
521,去程,新東街口
521,去程,民生社區活動中心
521,去程,聯合二村
521,去程,介壽國中
521,去程,公教住宅
521,去程,民生敦化路口
521,去程,興安華城
521,去程,捷運南京復興站
521,去程,芝麻大廈
521,去程,臺安醫院
521,去程,市民敦化路口
521,去程,頂好市場
521,去程,捷運忠孝復興站
521,去程,復興南路(中崙里)
521,回程,芝麻大廈
521,回程,捷運南京復興站
521,回程,興安華城
521,回程,民生復興路口
521,回程,民生敦化路口
521,回程,公教住宅
521,回程,介壽國中
521,回程,聯合二村
521,回程,民生社區活動中心
521,回程,新東街口
521,回程,民生國中
521,回程,新益里
521,回程,民權大橋
521,回程,時報廣場
521,回程,三民國中
521,回程,內湖行政大樓
521,回程,國防醫學中心
521,回程,三總內湖站
521,回程,將軍嶺
521,回程,方濟中學
521,回程,成功路三段
521,回程,湖光市場
521,回程,捷運內湖站
521,回程,貿商三村
521,回程,碧山岩
521,回程,金龍隧道口
521,回程,金龍寺
529,去程,兒童新樂園
529,去程,士林高商
529,去程,士林區行政中心(基河)
529,去程,公教住宅
529,去程,士林市場(銘傳會館)
529,去程,捷運劍潭站(北藝中心)
529,去程,圓山皇宮大廈
529,去程,劍潭國小
529,去程,通河街(承德)
529,去程,華齡街
529,去程,百齡里
529,去程,前港公園
529,去程,百齡國小
529,去程,後港里
529,去程,福港街
529,去程,新光醫院
529,去程,捷運芝山站一
529,去程,士林
529,去程,士林國中
529,回程,福港街
529,回程,後港里
529,回程,百齡國小
529,回程,前港公園
529,回程,百齡里
529,回程,華齡街
529,回程,通河街(承德)
529,回程,劍潭國小
529,回程,圓山皇宮大廈
529,回程,捷運劍潭站(北藝中心)
529,回程,士林市場(銘傳會館)
529,回程,公教住宅
529,回程,士林區行政中心(基河)
529,回程,士林高商
529,回程,兒童新樂園
530,去程,指南宮
530,去程,猴山坑
530,去程,政大御花園
530,去程,棲霞山莊
530,去程,綠野山莊
530,去程,政大清境社區
530,去程,國關中心
530,去程,指南山莊
530,去程,政大一
530,去程,新光路口
530,去程,指南路
530,去程,木柵市場
530,去程,木柵
530,去程,文山一分局
530,去程,馬明潭(再興中學)
530,去程,興隆山莊
530,去程,海巡署一
530,去程,海巡署
530,去程,文山運動中心(興隆)
530,去程,臺灣警察專科學校
530,去程,捷運萬芳醫院站
530,去程,中國科技大學(興隆)
530,去程,興隆國小
530,去程,興德國小
530,去程,興隆市場
530,去程,靜心高中
530,去程,憲光公寓
530,去程,景明街口
530,去程,武功國小(興隆)
530,去程,師大分部
530,去程,捷運公館站
530,去程,台電大樓
530,去程,溫州街口
530,去程,臺大綜合體育館
530,去程,臺大
530,回程,捷運公館站
530,回程,師大分部
530,回程,武功國小(興隆)
530,回程,景明街口
530,回程,憲光公寓
530,回程,靜心高中
530,回程,興隆市場
530,回程,興德國小
530,回程,興隆國小
530,回程,捷運萬芳醫院站
530,回程,臺灣警察專科學校
530,回程,文山運動中心(興隆)
530,回程,海巡署
530,回程,海巡署一
530,回程,興隆山莊
530,回程,馬明潭(再興中學)
530,回程,文山一分局
530,回程,木柵
530,回程,木柵市場
530,回程,永安街
530,回程,指南路口
530,回程,政大
530,回程,政大一
530,回程,指南山莊
530,回程,國關中心
530,回程,貓纜動物園南站
530,回程,政大清境社區
530,回程,綠野山莊
530,回程,棲霞山莊
530,回程,政大御花園
530,回程,猴山坑
530,回程,指南宮
531,去程,紫雲里
531,去程,康寧AIT社區
531,去程,內湖新城
531,去程,警智新村
531,去程,康寧路一段
531,去程,湖光市場
531,去程,捷運內湖站
531,去程,清白里
531,去程,康寧派出所
531,去程,美國在臺協會
531,去程,紫雲里
531,去程,衛勤訓練中心
531,去程,金湖路口
531,去程,捷運葫洲站(康寧大學)
531,去程,明湖國小(公共電視台)
531,去程,明湖國中
531,去程,捷運東湖站(南湖高中)
531,去程,動物之家
531,去程,內湖焚化廠(葫蘆洲公園)
531,去程,內湖焚化廠(安康)
531,去程,安康路
531,去程,蘆洲里
531,去程,石潭公園
531,去程,新明成功路口
531,去程,台北企業總部園區
531,去程,新明路
531,去程,成美幼稚園
531,去程,長壽橋
531,去程,行善宮
531,去程,正聖堂
531,去程,天程企業
531,去程,週美里一
531,去程,玉成里
531,去程,松山車站
531,回程,松山車站
531,回程,玉成里
531,回程,週美里
531,回程,新明路
531,回程,台北企業總部園區
531,回程,新明成功路口
531,回程,石潭公園
531,回程,蘆洲里
531,回程,安康路
531,回程,內湖焚化廠(安康)
531,回程,捷運東湖站(南湖高中)
531,回程,明湖國中
531,回程,明湖國小(公共電視台)
531,回程,捷運葫洲站(康寧大學)
531,回程,金湖路口
531,回程,衛勤訓練中心
531,回程,紫雲里
536,去程,富洲里
536,去程,台北海大
536,去程,浮線
536,去程,富洲里九段
536,去程,威靈廟
536,去程,下溪沙尾
536,去程,建安新村
536,去程,富安國小
536,去程,富洲里八段
536,去程,福安國中
536,去程,臨江園
536,去程,地藏禪寺
536,去程,下竹圍
536,去程,福安區民活動中心
536,去程,福安里
536,去程,普濟堂
536,去程,社子國小二
536,去程,社子國小
536,去程,永倫里(南)
536,去程,社子派出所
536,去程,社子市場二
536,去程,社子市場
536,去程,陽明高中
536,去程,士林區行政中心(中正)
536,去程,士林國中
536,去程,士林
536,去程,捷運芝山站一
536,去程,捷運芝山站(戲曲中心)
536,去程,中正高中
536,去程,明德國中
536,去程,捷運明德站(東華)
536,去程,自強街口(東華)
536,去程,捷運石牌站(東華)
536,去程,綜合市場(捷運石牌站)
536,去程,永明派出所
536,去程,榮總
536,去程,榮光新村(榮總東院)
536,去程,永欣里
536,去程,福德廟(石牌)
536,去程,福德廟(行義)
536,去程,磺溪
536,去程,明山宮
536,去程,明山宮一
536,去程,行義路
536,去程,行義路一
536,去程,行義路二
536,去程,行義路三
536,去程,行義路四
536,去程,惇敘工商(行義)
536,去程,大同之家
536,回程,惇敘工商(行義)
536,回程,行義路四
536,回程,行義路三
536,回程,行義路二
536,回程,行義路一
536,回程,行義路
536,回程,明山宮一
536,回程,明山宮
536,回程,磺溪
536,回程,福德廟(行義)
536,回程,福德廟(石牌)
536,回程,永欣里
536,回程,榮光新村(榮總東院)
536,回程,榮總一
536,回程,榮總
536,回程,永明派出所
536,回程,綜合市場(捷運石牌站)
536,回程,捷運石牌站(西安)
536,回程,自強街口(西安)
536,回程,捷運明德站(西安)
536,回程,明德國中
536,回程,中正高中
536,回程,捷運芝山站(戲曲中心)
536,回程,捷運芝山站一
536,回程,士林
536,回程,士林國中
536,回程,士林區行政中心(中正)
536,回程,陽明高中
536,回程,社子市場
536,回程,社園里
536,回程,社子派出所
536,回程,永倫里(南)
536,回程,社子國小
536,回程,永倫里(延平)
536,回程,洲美橋
536,回程,中窟
536,回程,福安里
536,回程,福安區民活動中心
536,回程,下竹圍
536,回程,地藏禪寺
536,回程,臨江園
536,回程,福安國中
536,回程,富洲里八段
536,回程,富安國小
536,回程,建安新村
536,回程,下溪沙尾
536,回程,威靈廟
536,回程,富洲里九段
536,回程,浮線
536,回程,台北海大
536,回程,富洲里
536區,去程,富洲里
536區,去程,台北海大
536區,去程,浮線
536區,去程,富洲里九段
536區,去程,威靈廟
536區,去程,下溪沙尾
536區,去程,建安新村
536區,去程,富安國小
536區,去程,富洲里八段
536區,去程,福安國中
536區,去程,臨江園
536區,去程,地藏禪寺
536區,去程,下竹圍
536區,去程,福安區民活動中心
536區,去程,福安里
536區,去程,普濟堂
536區,去程,社子國小二
536區,去程,社子國小
536區,去程,永倫里(南)
536區,去程,社子派出所
536區,去程,社子市場二
536區,去程,社子市場
536區,去程,陽明高中
536區,去程,士林區行政中心(中正)
536區,去程,士林國中
536區,去程,士林
536區,去程,捷運芝山站一
536區,去程,捷運芝山站(戲曲中心)
536區,去程,中正高中
536區,去程,明德國中
536區,去程,捷運明德站(東華)
536區,去程,自強街口(東華)
536區,去程,捷運石牌站(東華)
536區,去程,綜合市場(捷運石牌站)
536區,去程,永明派出所
536區,去程,榮總
536區,回程,榮總一
536區,回程,榮總
536區,回程,永明派出所
536區,回程,綜合市場(捷運石牌站)
536區,回程,捷運石牌站(西安)
536區,回程,自強街口(西安)
536區,回程,捷運明德站(西安)
536區,回程,明德國中
536區,回程,中正高中
536區,回程,捷運芝山站(戲曲中心)
536區,回程,捷運芝山站一
536區,回程,士林
536區,回程,士林國中
536區,回程,士林區行政中心(中正)
536區,回程,陽明高中
536區,回程,社子市場
536區,回程,社園里
536區,回程,社子派出所
536區,回程,永倫里(南)
536區,回程,社子國小
536區,回程,永倫里(延平)
536區,回程,洲美橋
536區,回程,中窟
536區,回程,福安里
536區,回程,福安區民活動中心
536區,回程,下竹圍
536區,回程,地藏禪寺
536區,回程,臨江園
536區,回程,福安國中
536區,回程,富洲里八段
536區,回程,富安國小
536區,回程,建安新村
536區,回程,下溪沙尾
536區,回程,威靈廟
536區,回程,富洲里九段
536區,回程,浮線
536區,回程,台北海大
536區,回程,富洲里
539,去程,家樂福
539,去程,分子尾
539,去程,碧華寺
539,去程,慈化里
539,去程,福樂里
539,去程,福隆里
539,去程,歌林公司
539,去程,溪尾街5巷
539,去程,厚德派出所
539,去程,德林寺(三和路)
539,去程,捷運三重國小站
539,去程,三重國小
539,去程,三和長榮路口
539,去程,長生街口
539,去程,三重派出所(福德北路)
539,去程,捷運民權西路站
539,去程,台泥大樓(馬偕醫院)
539,去程,馬偕醫院
539,回程,捷運雙連站
539,回程,民生西路口
539,回程,成淵高中
539,回程,民權大龍街口
539,回程,三重派出所(福德北路)
539,回程,長生街口
539,回程,三和長榮路口
539,回程,三重國小
539,回程,捷運三重國小站
539,回程,德林寺(三和路)
539,回程,厚德派出所
539,回程,歌林公司
539,回程,福隆里
539,回程,福樂里
539,回程,慈化里
539,回程,碧華寺
539,回程,慈化公園
539,回程,分子尾
542,去程,民族西路
542,去程,捷運圓山站
542,去程,花博公園
542,去程,大同大學
542,去程,吉林路底
542,去程,農安街吉林路口
542,去程,中山區公所
542,去程,臺北漁市
542,去程,濱江商圈
542,去程,復興北村
542,去程,五常街口
542,去程,捷運中山國中站
542,回程,龍江路口
542,回程,五常國小
542,回程,濱江商圈
542,回程,臺北漁市
542,回程,中山區公所
542,回程,農安街吉林路口
542,回程,農安街
542,回程,稻江護校
542,回程,民族東路口
542,回程,大同大學
542,回程,花博公園
542,回程,捷運圓山站
542,回程,蘭州國中
550,去程,關渡宮
550,去程,敬老院
550,去程,關渡國中(關渡醫院)
550,去程,關渡里
550,去程,關渡
550,去程,關渡國小(臺北城市科技大學)
550,去程,一德街口
550,去程,和信醫院
550,去程,捷運忠義站
550,去程,中央北路
550,去程,桃源國中
550,去程,行天宮北投分宮忠義站
550,去程,中央北路三段
550,去程,捷運復興崗站
550,去程,製片廠
550,去程,復興崗
550,去程,文化國小
550,去程,大業中央北路口
550,去程,北投國小
550,去程,中央南路
550,去程,中央南大興街口
550,去程,慈后宮
550,去程,捷運奇岩站(北投)
550,去程,捷運唭哩岸站二(西安)
550,去程,捷運唭哩岸站一(西安)
550,去程,健行新村(西安)
550,去程,陽明交大(西安)
550,去程,石牌國中
550,去程,石牌國小
550,去程,石牌路
550,去程,立賢路口
550,去程,北投垃圾焚化廠
550,去程,洲美運動公園
550,去程,洲美宮
550,去程,洲美街口
550,去程,三王宮
550,回程,福美站
550,回程,洲美街口
550,回程,洲美宮
550,回程,北投焚化廠觀景台
550,回程,洲美運動公園
550,回程,北投垃圾焚化廠
550,回程,立賢路口
550,回程,石牌路
550,回程,石牌國小
550,回程,義理街口
550,回程,陽明交大(東華)
550,回程,健行新村(東華)
550,回程,捷運唭哩岸站一(東華)
550,回程,捷運唭哩岸站二(東華)
550,回程,捷運奇岩站(北投)
550,回程,捷運北投站(大興)
550,回程,中央南路
550,回程,北投國小
550,回程,大業中央北路口
550,回程,文化國小
550,回程,復興崗
550,回程,製片廠
550,回程,捷運復興崗站
550,回程,中央北路三段
550,回程,行天宮北投分宮忠義站
550,回程,桃源國中
550,回程,中央北路
550,回程,捷運忠義站
550,回程,和信醫院
550,回程,一德街口
550,回程,關渡國小(臺北城市科技大學)
550,回程,關渡
550,回程,關渡里
550,回程,關渡國中(關渡醫院)
550,回程,敬老院
550,回程,關渡宮
551,去程,潭美國小(行善)
551,去程,舊宗路一段(行善)
551,去程,行善路
551,去程,新湖民善街口(一)
551,去程,新湖舊宗路口
551,去程,行善行愛路口
551,去程,行善石潭路口
551,去程,麗寶大樓
551,去程,公館山
551,去程,瑞光路
551,去程,內湖運動中心
551,去程,港墘派出所
551,去程,港墘
551,去程,麗山高中(港墘)
551,去程,西湖園
551,去程,碧湖山莊
551,去程,金龍寺
551,去程,金龍隧道口
551,去程,碧山岩
551,去程,貿商三村
551,去程,金龍路口
551,去程,捷運內湖站
551,去程,湖光市場
551,去程,成功路三段
551,去程,方濟中學
551,去程,將軍嶺
551,去程,三總內湖站
551,去程,國防醫學中心
551,去程,湖興
551,去程,上灣仔
551,去程,石潭公園(成功)
551,去程,南港分局(重陽)
551,去程,中國電視公司
551,去程,東新國小
551,去程,興華路
551,去程,南港車站
551,去程,南港行政中心
551,去程,台肥新村
551,去程,南港輪胎
551,去程,東明里/臺北流行音樂中心
551,去程,土地公廟
551,去程,南港高中
551,去程,捷運昆陽站
551,回程,捷運昆陽站
551,回程,南港高中
551,回程,土地公廟
551,回程,東明里/臺北流行音樂中心
551,回程,南港輪胎
551,回程,台肥新村
551,回程,南港車站
551,回程,南港行政中心
551,回程,興華路
551,回程,東新國小
551,回程,中國電視公司
551,回程,南港分局(重陽)
551,回程,南港分局(向陽)
551,回程,石潭公園(成功)
551,回程,上灣仔
551,回程,湖興
551,回程,國防醫學中心
551,回程,三總內湖站
551,回程,將軍嶺
551,回程,方濟中學
551,回程,成功路三段
551,回程,湖光市場
551,回程,捷運內湖站
551,回程,金龍路口
551,回程,貿商三村
551,回程,碧山岩
551,回程,金龍隧道口
551,回程,金龍禪寺
551,回程,武身廟
551,回程,金龍寺
551,回程,碧湖山莊
551,回程,西湖園
551,回程,麗山高中(港墘)
551,回程,港墘
551,回程,港墘派出所
551,回程,瑞光路
551,回程,公館山
551,回程,麗寶大樓
551,回程,行善石潭路口
551,回程,行善行愛路口
551,回程,潭美國小(行善)
551,回程,舊宗路一段(行善)
551,回程,行善路
551,回程,新湖民善街口(一)
551,回程,新湖舊宗路口
552,去程,金龍寺
552,去程,金龍隧道口
552,去程,碧山岩
552,去程,貿商三村
552,去程,碧湖國小
552,去程,內湖派出所
552,去程,達人高中(臺灣戲曲學院)
552,去程,內湖國小
552,去程,西湖圖書館(湖光教會)
552,去程,西湖圖書館(湖光教會)
552,去程,湖光國宅
552,去程,文德二號公園
552,去程,瑞陽三號公園
552,去程,瑞光路
552,去程,瑞光港墘路口
552,去程,仁寶大樓
552,去程,基湖路口
552,去程,金泰公園
552,去程,內湖運動公園
552,去程,新湖三路口(台北花市)
552,去程,新湖一路口
552,去程,潭美國小(舊宗)
552,去程,松山高中(基隆路)
552,去程,捷運市政府站
552,回程,潭美國小(舊宗)
552,回程,新湖一路口
552,回程,新湖三路口(台北花市)
552,回程,內湖運動公園
552,回程,陽光抽水站
552,回程,金泰公園
552,回程,基湖站
552,回程,基湖路口
552,回程,仁寶大樓
552,回程,瑞光港墘路口
552,回程,瑞光路
552,回程,瑞陽三號公園
552,回程,文德二號公園
552,回程,湖光國宅
552,回程,內湖國小
552,回程,達人高中(臺灣戲曲學院)
552,回程,內湖派出所
552,回程,內湖派出所一
552,回程,湖光市場
552,回程,捷運內湖站
552,回程,金龍路口
552,回程,貿商三村
552,回程,碧山岩
552,回程,金龍隧道口
552,回程,金龍寺
553,去程,南港車站
553,去程,捷運南港站
553,去程,台北生技園區
553,去程,國家文官學院
553,去程,南港展覽館
553,去程,南港軟體園區南站
553,去程,南港軟體園區北站
553,去程,捷運東湖站(南湖高中)
553,去程,明湖國中
553,去程,明湖國小(公共電視台)
553,去程,捷運葫洲站(康寧大學)
553,去程,金湖路口
553,去程,衛勤訓練中心
553,去程,紫雲里
553,去程,美國在臺協會
553,去程,康寧派出所
553,去程,清白里
553,去程,金龍路口
553,去程,貿商三村
553,去程,碧山岩
553,去程,金龍隧道口
553,回程,金龍寺
553,回程,金龍隧道口
553,回程,碧山岩
553,回程,貿商三村
553,回程,金龍路口
553,回程,清白里
553,回程,康寧派出所
553,回程,美國在臺協會
553,回程,紫雲里
553,回程,衛勤訓練中心
553,回程,金湖路口
553,回程,捷運葫洲站(康寧大學)
553,回程,明湖國小(公共電視台)
553,回程,明湖國中
553,回程,捷運東湖站(南湖高中)
553,回程,南港軟體園區北站
553,回程,南港軟體園區南站
553,回程,南港展覽館
553,回程,國家文官學院
553,回程,台北生技園區
553,回程,南港車站
556,去程,富德
556,去程,象頭埔
556,去程,萬福橋
556,去程,石壁坑
556,去程,風動石
556,去程,博嘉國小
556,去程,軍功新村
556,去程,萬芳社區(和平)
556,去程,和平東路4段
556,去程,名門社區
556,去程,臥龍新村
556,去程,大我新舍
556,去程,麟光站
556,去程,黎忠市場
556,去程,富陽街口
556,去程,捷運六張犁站(和平)
556,去程,和平安和路口
556,去程,成功國宅
556,去程,大安國中
556,去程,信義敦化路口
556,去程,仁愛國中
556,去程,安和敦化路口
556,去程,捷運忠孝敦化站
556,去程,市民大道口
556,去程,市立體育場
556,去程,臺北小巨蛋
556,去程,長庚醫院
556,去程,富錦街口
556,去程,民權東路口
556,去程,中華航空
556,去程,民權公園
556,去程,民權國小
556,去程,三民國小
556,去程,民權大橋
556,去程,時報廣場
556,去程,麗寶大樓
556,去程,公館山
556,去程,瑞光路
556,去程,瑞光港墘路口
556,去程,仁寶大樓
556,去程,基湖路口
556,去程,治磐新村
556,去程,文湖國小
556,去程,美麗華
556,去程,捷運劍南路站
556,去程,自強隧道
556,去程,植福宮
556,去程,捷運大直站
556,去程,大直高中
556,去程,空軍司令部
556,去程,忠烈祠
556,去程,中央電台
556,去程,圓山大飯店
556,去程,劍潭
556,去程,捷運劍潭站(北藝中心)
556,回程,捷運劍潭站(中山)
556,回程,劍潭
556,回程,圓山大飯店
556,回程,中央電台
556,回程,忠烈祠
556,回程,經國七海文化園區
556,回程,空軍司令部
556,回程,大直高中
556,回程,大直國小
556,回程,捷運大直站
556,回程,植福宮
556,回程,自強隧道(大直教會)
556,回程,自強隧道
556,回程,捷運劍南路站
556,回程,美麗華
556,回程,文湖國小
556,回程,治磐新村
556,回程,內湖基湖路口
556,回程,基湖路口
556,回程,仁寶大樓
556,回程,瑞光港墘路口
556,回程,瑞光路
556,回程,公館山
556,回程,麗寶大樓
556,回程,時報廣場
556,回程,民權大橋
556,回程,三民國小
556,回程,民權國小
556,回程,中華航空
556,回程,民生敦化路口
556,回程,長春敦化路口
556,回程,臺北小巨蛋
556,回程,八德敦化路口
556,回程,市民敦化路口
556,回程,忠孝敦化路口
556,回程,仁愛敦化路口
556,回程,信義敦化路口
556,回程,大安國中
556,回程,成功國宅
556,回程,鳳雛公園
556,回程,和平安和路口
556,回程,捷運六張犁站(和平)
556,回程,富陽街口
556,回程,黎忠市場
556,回程,捷運麟光站
556,回程,麟光站
556,回程,大我新舍
556,回程,臥龍新村
556,回程,名門社區
556,回程,和平東路4段
556,回程,萬芳社區(和平)
556,回程,軍功新村
556,回程,博嘉國小
556,回程,風動石
556,回程,石壁坑
556,回程,萬福橋
556,回程,象頭埔
556,回程,富德
557,去程,天文科學館
557,去程,國立科教館
557,去程,士林高商
557,去程,士林區行政中心(中正)
557,去程,士林國中
557,去程,捷運士林站(中正)
557,去程,福林國小
557,去程,士林官邸(中正)
557,去程,泰北中學
557,去程,雙溪公園
557,去程,梅林新村
557,去程,東吳大學(錢穆故居)
557,去程,東吳大學
557,回程,東吳大學(錢穆故居)
557,回程,梅林新村
557,回程,雙溪公園
557,回程,泰北中學
557,回程,士林官邸(中正)
557,回程,福林國小
557,回程,捷運士林站(中正)
557,回程,士林國中
557,回程,士林區行政中心(中正)
557,回程,士林高商
557,回程,國立科教館
557,回程,天文科學館
559,去程,綜合市場(捷運石牌站)
559,去程,義理街口
559,去程,陽明交大校門口
559,去程,陽明交大五舍
559,去程,陽明交大實驗大樓
559,回程,陽明交大實驗大樓
559,回程,陽明交大行政大樓
559,回程,陽明交大校門口
559,回程,永明派出所
559,回程,綜合市場(捷運石牌站)
568,去程,華江站
568,去程,人壽一村
568,去程,大理高中
568,去程,華江派出所
568,去程,中國時報
568,去程,捷運龍山寺站
568,去程,昆明街口
568,去程,和平中華路口
568,去程,植物園
568,去程,龍口市場
568,去程,泉州街
568,去程,和平西路一段
568,去程,南福板溪(南昌公園)
568,去程,捷運古亭站(和平)
568,去程,師大
568,去程,師大綜合大樓
568,去程,溫州街口
568,去程,大安森林公園
568,去程,龍門國中(和平)
568,去程,復興南路口
568,去程,國立臺北教育大學
568,去程,臥龍街
568,去程,和平安和路口
568,去程,捷運六張犁站(和平)
568,去程,富陽街口
568,去程,黎忠市場
568,去程,捷運麟光站
568,回程,捷運麟光站
568,回程,黎忠市場
568,回程,富陽街口
568,回程,捷運六張犁站(和平)
568,回程,和平安和路口
568,回程,臥龍街
568,回程,國立臺北教育大學
568,回程,復興南路口
568,回程,國北教大實小
568,回程,龍門國中(和平)
568,回程,大安森林公園
568,回程,溫州街口
568,回程,師大綜合大樓
568,回程,師大
568,回程,捷運古亭站(和平)
568,回程,南福板溪(南昌公園)
568,回程,和平西路一段
568,回程,泉州街
568,回程,龍口市場
568,回程,植物園
568,回程,和平中華路口
568,回程,昆明街口
568,回程,捷運龍山寺站
568,回程,中國時報
568,回程,華江派出所
568,回程,大理高中
568,回程,人壽一村
568,回程,華江站
570,去程,山中湖
570,去程,少年觀護所
570,去程,宏國德霖科技大學
570,去程,青山路
570,去程,仁愛路口
570,去程,手信坊文化館
570,去程,延吉街
570,去程,清水國小
570,去程,清水立仁街口
570,去程,清水
570,去程,裕民路口(金城路)
570,去程,新北高工(金城)
570,去程,土城區公所
570,去程,大墓公
570,去程,登山口
570,去程,南天母路
570,去程,南天母路52巷口
570,去程,南天母路一
570,去程,南天母路二
570,回程,南天母廣場
570,回程,南天母路二
570,回程,南天母路一
570,回程,南天母路52巷口
570,回程,南天母路
570,回程,登山口
570,回程,大墓公
570,回程,土城區公所
570,回程,新北高工(金城)
570,回程,裕民路口(金城路)
570,回程,清水
570,回程,清水立仁街口
570,回程,清水國小
570,回程,延吉街
570,回程,手信坊文化館
570,回程,仁愛路口
570,回程,青山路
570,回程,宏國德霖科技大學
570,回程,少年觀護所
570,回程,山中湖
571,去程,善息寺
571,去程,媽祖田
571,去程,太陽城社區
571,去程,頂埔國小
571,去程,頂埔
571,去程,捷運頂埔站
571,去程,福安街
571,去程,金安街
571,去程,福德宮
571,去程,土城國中
571,去程,承天路
571,去程,登山口
571,去程,南天母路
571,去程,南天母路52巷口
571,去程,南天母路一
571,去程,南天母路二
571,回程,南天母廣場
571,回程,南天母路二
571,回程,南天母路一
571,回程,南天母路52巷口
571,回程,南天母路
571,回程,登山口
571,回程,承天路
571,回程,土城國中
571,回程,福德宮
571,回程,金安街
571,回程,福安街
571,回程,捷運頂埔站
571,回程,頂埔
571,回程,頂埔國小
571,回程,太陽城社區
571,回程,媽祖田
571,回程,善息寺
572,去程,金城路口
572,去程,安和國小
572,去程,延和路
572,去程,平和里
572,去程,永豐路口
572,去程,清水國小
572,去程,清水立仁街口
572,去程,臺灣新北地方法院(青雲)
572,去程,土城看守所
572,去程,廣福里
572,去程,廣福國小
572,去程,廣川醫院
572,去程,裕民路口(金城路)
572,去程,新北高工(金城)
572,去程,土城區公所
572,去程,大墓公
572,去程,登山口
572,去程,南天母路
572,去程,南天母路52巷口
572,去程,南天母路一
572,去程,南天母路二
572,回程,南天母廣場
572,回程,南天母路二
572,回程,南天母路一
572,回程,南天母路52巷口
572,回程,南天母路
572,回程,登山口
572,回程,大墓公
572,回程,土城區公所
572,回程,新北高工(金城)
572,回程,裕民路口(金城路)
572,回程,廣川醫院
572,回程,廣福國小
572,回程,廣福里
572,回程,土城看守所
572,回程,臺灣新北地方法院(青雲)
572,回程,清水立仁街口
572,回程,清水國小
572,回程,永豐路口
572,回程,平和里
572,回程,延和路
572,回程,安和國小
572,回程,金城路口
573,去程,信義國小
573,去程,瑞億社區
573,去程,南雅站
573,去程,中央路
573,去程,捷運海山站
573,去程,裕民路
573,去程,新北高工(裕民)
573,去程,裕民路口(學府路)
573,去程,新北高工(學府)
573,去程,明德路
573,去程,大同莊園
573,去程,中央路二段
573,去程,員林里
573,去程,長風新城
573,去程,土城農會
573,去程,土城
573,去程,承天路
573,去程,登山口
573,去程,南天母路
573,去程,南天母路52巷口
573,去程,南天母路一
573,去程,南天母路二
573,回程,南天母廣場
573,回程,南天母路二
573,回程,南天母路一
573,回程,南天母路52巷口
573,回程,南天母路
573,回程,登山口
573,回程,承天路
573,回程,土城
573,回程,土城農會
573,回程,長風新城
573,回程,員林里
573,回程,中央路二段
573,回程,大同莊園
573,回程,明德路
573,回程,新北高工(學府)
573,回程,裕民路口(學府路)
573,回程,新北高工(裕民)
573,回程,裕民路
573,回程,捷運海山站
573,回程,中央路
573,回程,信義國小
574,去程,信義國小
574,去程,瑞億社區
574,去程,南雅站
574,去程,中央路
574,去程,貨饒里
574,去程,日新里
574,去程,大同莊園
574,去程,中央路二段
574,去程,員林里
574,去程,水源街口
574,去程,中華中學一
574,去程,土城二
574,去程,承天路
574,去程,登山口
574,去程,南天母路
574,去程,南天母路52巷口
574,去程,南天母路一
574,去程,南天母路二
574,回程,南天母廣場
574,回程,南天母路二
574,回程,南天母路一
574,回程,南天母路52巷口
574,回程,南天母路
574,回程,登山口
574,回程,承天路
574,回程,土城二
574,回程,中華中學一
574,回程,水源街口
574,回程,員林里
574,回程,中央路二段
574,回程,大同莊園
574,回程,日新里
574,回程,貨饒里
574,回程,中央路
574,回程,信義國小
575,去程,承天路
575,去程,登山口
575,去程,南天母路
575,去程,南天母路52巷口
575,去程,南天母路一
575,去程,南天母路二
575,回程,南天母廣場
575,回程,南天母路二
575,回程,南天母路一
575,回程,南天母路52巷口
575,回程,南天母路
575,回程,登山口
575,回程,承天路
576,去程,新和國小(新和街)
576,去程,名揚社區
576,去程,天山公園
576,去程,永平A站
576,去程,永平B站
576,去程,輕軌新和國小站(水工大樓)
576,去程,永平里
576,去程,陽光運動公園(新店花市)
576,去程,安和路二段
576,去程,石頭厝
576,去程,輕軌陽光運動公園站
576,去程,光華街口
576,去程,十四份
576,去程,及人中學
576,去程,輕軌安康站
576,去程,光華新村(安康路)
576,去程,安華路口
576,去程,下城社區
576,去程,胡璉故居紀念館
576,去程,頂城
576,去程,大坪頂
576,去程,溪頭
576,去程,碧潭橋頭
576,去程,檳榔路
576,去程,捷運新店區公所站(北新)
576,去程,捷運七張站
576,去程,新店郵局
576,去程,寶強路口
576,去程,寶橋路口
576,去程,寶興路口
576,去程,中興路二段
576,去程,中正路
576,去程,民權工業區
576,去程,建國路
576,去程,大豐路
576,去程,大豐國小
576,去程,耕莘醫院(民族路)
576,去程,中正國宅
576,去程,崇光中學
576,去程,中正路口
576,去程,捷運新店區公所站(北新)
